text	category	star_rating	sentiment	template	action
I subscribed for the global economics coverage and the newsletter was the worst publication I have read.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was the worst publication I have read
During our stay, the check-in process fell far below expectations. Skip this one and try somewhere else.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	fell far below expectations
During our stay, the customer service was nothing special. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
The breakfast buffet was the worst I have ever seen. Management did not seem to care.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	was the worst I have ever seen
I subscribed for the climate change coverage and the special report was an engaging and captivating read.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was an engaging and captivating read
We booked whatever was available on short notice and the tour guide was average overall.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was average overall
After reading the newspaper on climate change, I found it wasted my time completely. There was nothing in it I had not read before.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	wasted my time completely
The room service was overpriced and underwhelming. Management did not seem to care.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was overpriced and underwhelming
The beach access at a city hotel in Tokyo provided outstanding service. The views alone made it worthwhile.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	provided outstanding service
For a romantic trip, the breakfast buffet was spotless and well-maintained.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	was spotless and well-maintained
This newspaper about cultural history was forgettable but not terrible. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	was forgettable but not terrible
The editorial quality of the quarterly review set a new standard for the genre. I have already recommended it to friends.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
After five nights at a mountain lodge in the Alps, I can say the spa treatment met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
During our stay, the pool area exceeded all my expectations. Highly recommend for families.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	exceeded all my expectations
The editorial quality of the magazine was forgettable but not terrible. Take it or leave it.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was forgettable but not terrible
The editorial quality of the special report set a new standard for the genre. Not worth the subscription price.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
After five nights at a seaside resort in Bali, I can say the check-in process was absolutely wonderful.	Travel & Vacation	4	positive	After {duration} at {location}, I can say the {aspect} {action}.	was absolutely wonderful
For a budget trip, the breakfast buffet left us stranded without help.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	left us stranded without help
After reading the special report on global economics, I found it felt lazy and poorly researched. I learned a lot from the featured interviews.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
As a first-time buyer, I think this podcast transcript kept me hooked from start to finish.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	kept me hooked from start to finish
As a first-time buyer, I think this special report was misleading and full of bias.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
The beach access felt like a dream come true. There were both highs and lows during our stay.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	felt like a dream come true
The airport transfer ruined the entire vacation. The photos online were misleading.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	ruined the entire vacation
During our stay, the pool area was dirty and poorly maintained. I wish I had read the bad reviews first.	Travel & Vacation	1	negative	During our stay, the {aspect} {action}. {recommendation}.	was dirty and poorly maintained
For anyone interested in space exploration, this weekly digest wasted my time completely.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	wasted my time completely
Overall the customer service was spotless and well-maintained. What was marketed as luxury but clearly was not.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was spotless and well-maintained
For a business trip, the hotel room made the whole trip worthwhile.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	made the whole trip worthwhile
