text	category	star_rating	sentiment	template	action
This quarterly review about artificial intelligence was misleading and full of bias. Save your money and skip this one.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	was misleading and full of bias
For anyone interested in global economics, this magazine was an engaging and captivating read.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	was an engaging and captivating read
After three days at a city hotel in Tokyo, I can say the tour guide was a complete disappointment.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	was a complete disappointment
The latest weekly digest from an online-only outlet was an engaging and captivating read.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was an engaging and captivating read
I visited a boutique hotel in Paris and the pool area was decent for the price.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was decent for the price
Overall the airport transfer was dirty and poorly maintained. Based on fake positive reviews.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was dirty and poorly maintained
I subscribed for the technology trends coverage and the weekly digest was misleading and full of bias.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
For anyone interested in technology trends, this newsletter neither impressed nor disappointed me.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	neither impressed nor disappointed me
The latest anthology from a university publisher kept me hooked from start to finish.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	kept me hooked from start to finish
The weekly digest provided real depth and nuance. Seasoned readers will find it painfully lacking.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
For a budget trip, the customer service was a complete disappointment.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	was a complete disappointment
For anyone interested in space exploration, this digital edition felt lazy and poorly researched.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	felt lazy and poorly researched
The tour guide made the whole trip worthwhile, which really shaped our business experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
The special report was a standout piece of journalism. The depth of analysis was remarkable.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
The online journal delivered exceptional storytelling. It changed the way I think about the subject.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	delivered exceptional storytelling
I visited a countryside B&B in Tuscany and the breakfast buffet felt like a dream come true.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	felt like a dream come true
The pool area was a complete disappointment. Some things were good and others less so.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was a complete disappointment
The editorial quality of the weekly digest set a new standard for the genre. I have already recommended it to friends.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
As a regular subscriber, I think this newsletter was an engaging and captivating read.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	was an engaging and captivating read
For a solo trip, the flight experience was spotless and well-maintained.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	was spotless and well-maintained
Overall the check-in process ruined the entire vacation. Based on fake positive reviews.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	ruined the entire vacation
For anyone interested in cultural history, this newsletter offered fresh and insightful content.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
After reading the newsletter on artificial intelligence, I found it wasted my time completely. I could not get past the first chapter.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	wasted my time completely
I picked up special report by a first-time author and it was beautifully written and polished.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	was beautifully written and polished
We booked a last-minute deal online and the flight experience was average overall.	Travel & Vacation	3	neutral	We booked {qualifier} and the {aspect} {action}.	was average overall
We booked the top-rated option on the site and the customer service exceeded all my expectations.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	exceeded all my expectations
The editorial quality of the newspaper was clickbait with no real substance. I cancelled my subscription after this.	Media & Publishing	2	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was clickbait with no real substance
The check-in process at an all-inclusive in Cancun was dirty and poorly maintained. Every detail was thoughtfully arranged.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was dirty and poorly maintained
